#	學校名稱	地址	電話	網路電話	傳真	學校首頁	更新時間
							
23	華南國小 - 074623	彰化縣花壇鄉中庄村中橋街226號	04-7863225	907026011	04-7874438	http://www.hnes.chc.edu.tw	2023/8/1 11:57
24	僑愛國小 - 074624	彰化縣花壇鄉中口村中山路二段471號	04-7863227	907027010	04-7874426	https://www.caps.chc.edu.tw/	2023/9/12 08:43
25	三春國小 - 074625	彰化縣花壇鄉三芬路47號	7862154	975604022	7873560	http://www.sstps.chc.edu.tw	2023/8/17 09:45
26	白沙國小 - 074626	彰化縣花壇鄉彰員路三段225號	7863224	907024020	04-7873561	http://www.bsps.chc.edu.tw/	2023/8/9 09:52
27	和美國小 - 074627	彰化縣和美鎮和平街19號	7552005	907056010	7555005	http://hmxps.hmps.chc.edu.tw/hmxps/	2023/8/7 09:21
28	和東國小 - 074628	彰化縣和美鎮彰美路五段210號	7552724	907055010	04-7568973	http://www.hdes.chc.edu.tw	2023/8/22 16:02
29	大嘉國小 - 074629	彰化縣和美鎮彰和路三段50號	7552524	907052000	7554493	https://www.dces.chc.edu.tw/	2023/9/1 16:17
30	大榮國小 - 074630	彰化縣和美鎮嘉佃路296號	7636814	907053010	04-7526295	http://www.dres.chc.edu.tw	2023/8/7 15:19
31	新庄國小 - 074631	彰化縣和美鎮彰新路二段500號	7353267	907058999	7363951	http://www.ssjes.chc.edu.tw	2023/8/26 06:33
32	培英國小 - 074632	彰化縣和美鎮彰新路5段310號	04-7552430	907057999	04-7551461	http://www.pyps.chc.edu.tw/	2023/8/14 15:46
33	和仁國小 - 074769	508彰化縣和美鎮仁愛路279號	7575407	907054099	04-7575409	http://www.hres.chc.edu.tw	2023/8/16 11:39
34	線西國小 - 074633	彰化縣線西鄉中央路二段135號	7585075	907050030	04-7585941	https://www.sces.chc.edu.tw/	2023/8/1 08:23
35	曉陽國小 - 074634	50742彰化縣線西鄉頂犁村158之1號	04-7585370	0963-403493	04-7584776	https://www.syes.chc.edu.tw/	2023/8/2 13:28
36	新港國小 - 074635	彰化縣伸港鄉新港村和平路60號	7982310	907062030	7988446	http://www.sgps.chc.edu.tw/	2023/7/31 21:24
37	伸東國小 - 074636	彰化縣伸港鄉七嘉村中華路565號	7982314	0	04-7988314	https://www.sdes.chc.edu.tw/	2023/8/1 11:47
38	伸仁國小 - 074637	彰化縣伸港鄉曾家村曾家路3之15號	7982324	907060030	04-7990559	http://www.sres.chc.edu.tw	2023/9/14 07:57
39	大同國小 - 074638	彰化縣伸港鄉彰新路七段724號	7988080	907059012	47980198	http://www.dtes.chc.edu.tw	2022/8/19 08:40
40	鹿港國小 - 074639	彰化縣鹿港鎮三民路192號	04-7772038	0	04-7764436	https://www.lges.chc.edu.tw/XOOPS/	2023/9/14 15:20
41	文開國小 - 074640	彰化縣505鹿港鎮新宮里文開路60號	7772042	907034010	04-7763052	http://www.wkes.chc.edu.tw	2023/8/2 15:56
42	洛津國小 - 074641	彰化縣鹿港鎮洛津里公園三路51號	7772041	0	04-7763246	www.ljes.chc.edu.tw	2023/8/24 08:09
43	海埔國小 - 074642	彰化縣鹿港鎮鹿草路二段八八九號	04-7781316	90737302	04-7768958	http://www.hpes.chc.edu.tw	2023/8/31 12:19
44	新興國小 - 074643	彰化縣鹿港鎮詔安里某旦巷85號	7785911	907042	04-7785740	http://www.bsses.chc.edu.tw	2023/7/31 22:16
45	草港國小 - 074644	彰化縣鹿港鎮草中里頂草路四段251號	7712834	907038011	04-7713811	http://www.tges.chc.edu.tw/	2023/8/1 16:09
46	頂番國小 - 074645	彰化縣鹿港鎮頂草路一段100號	04-7711433	907039000	04-7714850	https://www.dfes.chc.edu.tw/	2023/9/4 08:32
47	東興國小 - 074646	彰化縣鹿港鎮東崎里東崎七巷52號	7751591	907035000	04-7781693	https://www.sdses.chc.edu.tw	2023/8/9 14:43
48	鹿東國小 - 074771	鹿港鎮長安路125號	7756521	907040000	7756523	http://www.ldes.chc.edu.tw	2023/8/10 08:05
49	管嶼國小 - 074647	彰化縣福興鄉沿海路三段100號	04-7702949	907049010	04-7701547	https://www.gyes.chc.edu.tw/	2023/8/8 12:01
50	文昌國小 - 074648	彰化縣福興鄉鎮平街1號	7702812	907044011	04-7700166	http://www.wces.chc.edu.tw	2023/8/1 15:24
51	西勢國小 - 074649	彰化縣福興鄉西勢村員鹿路二段412號	04-7772317	907047011	04-7786287	http://163.23.104.1	2023/8/2 09:37
52	大興國小 - 074650	彰化縣福興鄉外埔村復興路15號	04-7792251	907043000	04-7793567	https://www.bdsps.chc.edu.tw/	2023/8/11 10:46
53	永豐國小 - 074651	50660彰化縣福興鄉番社村80號	04-7792748	7530109	04-7793251	https://www.yfes.chc.edu.tw/	2023/8/1 13:32
54	日新國小 - 074652	506025彰化縣福興鄉番婆村彰鹿路六段546號	7773861	907045016	7779705	http://www.rses.chc.edu.tw	2023/11/3 08:10
55	育新國小 - 074653	彰化縣福興鄉二港村福正路4號	04-7802521	907048000	04-7707706	https://www.yses.chc.edu.tw	2023/8/2 12:22
56	秀水國小 - 074654	彰化縣秀水鄉中山路257號	04-7692756	907028999	04-7698680	https://www.hses.chc.edu.tw/	2023/8/22 08:50
57	馬興國小 - 074655	彰化縣秀水鄉馬興村培英巷1號	7526247	0	04-7617822	http://www.smses.chc.edu.tw/m_xoops/	2023/8/8 11:59
58	華龍國小 - 074656	彰化縣秀水鄉花秀路51號	7692713	907033999	04-7684556	http://www.hlps.chc.edu.tw	2023/8/17 09:32
59	明正國小 - 074657	彰化縣秀水鄉埔崙村彰水路二段341號	04-7692533	907030011	04-7698908	https://www.mcps.chc.edu.tw	2023/8/2 08:18
60	陝西國小 - 074658	秀水鄉金興村番花路261號	7692242、7698067	907032000	7681652	www.ssps.chc.edu.tw	2023/8/2 09:04
61	育民國小 - 074659	彰化縣秀水鄉下崙村民生街262號	04-7694845	907029999	04-7682127	https://www.ymes.chc.edu.tw/	2023/8/30 16:45
62	溪湖國小 - 074660	彰化縣溪湖鎮二溪路一段35號	8853126	907097000	48820622	http://www.shps.chc.edu.tw	2023/8/28 10:04
63	東溪國小 - 074661	彰化縣溪湖鎮員鹿路一段538號	04-8852034	907091011	04-8851294	http://www.bdses.chc.edu.tw	2023/8/16 14:47
64	湖西國小 - 074662	彰化縣溪湖鎮大突里北聖20號	8852234	907093010	48815314	http://www.fses.chc.edu.tw/	2023/8/2 21:38
65	湖東國小 - 074663	彰化縣溪湖鎮大溪路二段423號	8852062	907094000	04-8825297	https://www.fdes.chc.edu.tw/	2023/9/11 20:34
66	湖南國小 - 074664	彰化縣溪湖鎮大竹里彰水路二段725號	8816845	907095999	48852045	http://www.hnps.chc.edu.tw	2023/8/10 14:28
67	媽厝國小 - 074665	彰化縣溪湖鎮媽厝里湳底路67號	8853225	907096011	8855415	https://www.mtes.chc.edu.tw/	2023/8/3 12:11
68	埔鹽國小 - 074666	彰化縣埔鹽鄉埔南村彰水路1段252號	8852882	907107999	04-8856323	https://www.pyes.chc.edu.tw/	2023/8/1 10:54
69	大園國小 - 074667	彰化縣埔鹽鄉豐澤村埔打路45-1號	8853760	0	04-8851101	http://163.23.72.129	2023/8/13 19:15
70	南港國小 - 074668	埔鹽鄉埔菜路29-2號	04-8850169	907106011	04-8851514	http://www.ngps.chc.edu.tw	2023/9/2 13:53
71	好修國小 - 074669	彰化縣埔鹽鄉好修村員鹿路二段149號	8653555	907105011	04-8655308	https://www.hsps.chc.edu.tw	2023/8/9 14:14
72	永樂國小 - 074670	彰化縣埔鹽鄉永樂村永樂路600號	04-8652263	907104011	04-8657186	http://www.yles.chc.edu.tw	2023/8/2 10:53
73	新水國小 - 074671	51646彰化縣埔鹽鄉新水村大新路一巷15號	8651112	907108012	04-8656005	http://163.23.72.11/default1.asp#%e9%bb%9e%e6%88%91%e9%80%b2%e5%85%a5	2023/8/1 12:07
74	天盛國小 - 074672	彰化縣埔鹽鄉天盛村番金路68-1號	04-8650842	0	04-8654365	https://www.tses.chc.edu.tw/	2023/8/15 11:39
75	埔心國小 - 074673	彰化縣埔心鄉義民村員鹿路二段254號	8291494	907086000	8291031	https://www.pses.chc.edu.tw/	2023/8/25 08:59
76	太平國小 - 074674	彰化縣埔心鄉太平村太平路289號	8226049	907084000	48222091	http://www.tpes.chc.edu.tw	2023/8/1 12:38
77	舊館國小 - 074675	彰化縣埔心鄉員鹿路四段201號	04-8292025	907089011	04-8294025	https://www.jges.chc.edu.tw	2023/9/14 11:21
78	羅厝國小 - 074676	513彰化縣埔心鄉羅厝村文昌東路100號	04-8292861	907090000	04-8294436	https://www.rtes.chc.edu.tw/	2023/9/19 15:10
79	鳳霞國小 - 074677	彰化縣埔心鄉二重村五通南路82號	8294072	907088000	8280346	http://www.sfsps.chc.edu.tw/	2023/8/14 15:45
80	梧鳳國小 - 074678	埔心鄉大溪路三段175號	04-8291964	907087000	8298633	https://www.wfes.chc.edu.tw/	2023/8/21 11:26
81	明聖國小 - 074679	埔心鄉瓦北村西安南路178號	8295395	907085000	8280321	http://www.msps.chc.edu.tw	2023/9/4 13:29
82	員林國小 - 074680	員林市三民東街221號	8320145	907068010	8347465	http://www.ylps.chc.edu.tw	2023/8/10 15:38
83	育英國小 - 074681	彰化縣員林市黎明里光明街31號	04-8320130	907063010	04-8320230	https://www.yyes.chc.edu.tw	2023/9/12 15:29
84	靜修國小 - 074682	彰化縣員林市靜修路74號	48320341	907070010	48335084	http://www.sjses.chc.edu.tw	2023/8/23 10:23
85	僑信國小 - 074683	51049彰化縣員林市中山路二段280號	04-8320810	907069010	04-8357242	http://www.csps.chc.edu.tw	2023/8/14 10:56
86	員東國小 - 074684	510-44彰化縣員林市員東路二段12號	831-1022	907-067-010	836-4714	http://www.ytes.chc.edu.tw	2023/8/14 21:50
87	饒明國小 - 074685	彰化縣員林市中央里員集路二段一三一號	8320059	907071011	8375772	http://www.rmes.chc.edu.tw/	2023/8/22 14:34
88	東山國小 - 074686	510032彰化縣員林市南東里山腳路四段212號	48310749	907065999	8364885	http://www.dsps.chc.edu.tw	2023/11/6 22:53
89	青山國小 - 074687	彰化縣員林市出水里?洲巷3號	04-8310401	0	04-8380597	http://www.chcses.chc.edu.tw	2023/8/1 15:16
90	明湖國小 - 074688	彰化縣員林市湖水里湖水路277號	04-8310743	0	04-8366246	https://www.mhes.chc.edu.tw/	2023/8/2 10:50
91	大村國小 - 074689	515彰化縣大村鄉中正西路381號	8522794	907099000	04-8530430	http://www.dtps.chc.edu.tw/	2023/8/14 14:04
92	大西國小 - 074690	彰化縣大村鄉大崙路10-55號	04-8522677	907098011	04-8530649	https://www.dses.chc.edu.tw/	2023/8/1 12:28
93	村上國小 - 074691	彰化縣大村鄉村上村中山路二段242號	(04)8533680	0	(04)8526590	https://www.tsps.chc.edu.tw/	2023/8/8 13:41
94	村東國小 - 074692	彰化縣大村鄉福興村山腳路102之1號	8526328	0	04-8531029	http://www.tdes.chc.edu.tw	2023/8/22 11:51
95	永靖國小 - 074693	彰化縣永靖鄉永東村中山路2段65號	04-8221812	907079000	04-8235033	http://www.yces.chc.edu.tw	2023/8/14 16:39
96	福德國小 - 074694	彰化縣永靖鄉永南村福德巷36號	04-8224154	907081011	04-8235010	http://www.fdps.chc.edu.tw/	2023/9/15 11:26
97	永興國小 - 074695	51246彰化縣永靖鄉東寧村永興路二段32號	04-8221714	907080011	04-8223888	http://www.ysps.chc.edu.tw	2023/10/30 15:45
98	福興國小 - 074696	彰化縣永靖鄉福興村永福路二段160號	04-8231023	0	04-8222062	http://www.sfses.chc.edu.tw	2023/8/23 14:18
99	德興國小 - 074697	彰化縣永靖鄉竹子村竹後巷47號	04-8222158	0	04-8232145	http://www.sdsps.chc.edu.tw	2023/10/3 12:56
100	田中國小 - 074698	彰化縣田中鎮南路里中州路一段177號	04-8742013	907112010	04-8748284	http://www.tjes.chc.edu.tw/	2023/8/11 15:36
101	三潭國小 - 074699	彰化縣田中鎮中正路715號	8742254	907109000	8748190	https://www.stes.chc.edu.tw/	2023/9/7 12:27
102	大安國小 - 074700	彰化縣田中鎮三安里大安路一段200號	04-8742327	0	04-8753910	http://www.daes.chc.edu.tw	2023/8/10 19:43
103	內安國小 - 074701	中南路3段54號	921377459	0	8746874	https://www.naes.chc.edu.tw/	2023/8/2 08:32
104	東和國小 - 074702	彰化縣田中鎮山腳路4段188巷109號	04-8742708	0	04-8740479	https://www.dhps.chc.edu.tw/	2023/9/21 16:23
105	明禮國小 - 074703	彰化縣田中鎮三光里民光路一段394號	8742344	907113999	8757289	http://www.mles.chc.edu.tw	2023/9/21 16:39
106	社頭國小 - 074704	社頭鄉社頭村社斗路一段258號	8732039	0	04-8730235	http://www.stps.chc.edu.tw	2023/8/7 11:10
107	橋頭國小 - 074705	彰化縣社頭鄉橋頭村員集路三段528號	04-8731265	907077013	04-8723124	https://www.ctps.chc.edu.tw/	2023/8/2 15:42
108	朝興國小 - 074706	彰化縣社頭鄉社石路91號	04-8732484	0	04-8720673	https://www.scsps.chc.edu.tw/	2023/8/15 15:29
109	清水國小 - 074707	彰化縣社頭鄉清水村山腳路一段486號	8731285	975604074	04-8725299	https://www.bcses.chc.edu.tw/	2023/8/1 13:33
110	湳雅國小 - 074708	彰化縣社頭鄉湳雅村山腳路三段395號	8735007	907076011	04-8723187	https://www.nyes.chc.edu.tw/	2023/10/20 11:47
111	崙雅國小 - 074773	彰化縣社頭鄉員集路一段615號	8710945	0	8710947	http://www.lyps.chc.edu.tw	2023/8/9 09:39
112	舊社國小 - 074772	彰化縣社頭鄉社石路956號	8711001	963403917	04-8711003	http://www.csnes.chc.edu.tw	2023/8/1 09:18
113	二水國小 - 074709	彰化縣二水鄉文化村光文路119號	8792040	0	04-8790817	http://www.eses.chc.edu.tw	2023/8/1 11:05
114	復興國小 - 074710	彰化縣二水鄉復興村員集路五段472號	04-8745935	97173000	04-8745551	https://www.fsses.chc.edu.tw/index.php	2023/8/1 09:37
115	源泉國小 - 074711	彰化縣二水鄉大園村員集路二段316號	8792304	907174000	8791124	http://163.23.105.1	2023/8/7 09:21
116	北斗國小 - 074712	彰化縣北斗鎮文苑路一段32號	04-8882008	907117010	04-8871995	https://www.bdes.chc.edu.tw/	2023/8/7 09:37
117	萬來國小 - 074713	彰化縣北斗鎮文賢街35號	8882119	907118080	04-8887681	https://www.wles.chc.edu.tw	2023/8/3 16:02
118	螺青國小 - 074714	彰化縣北斗鎮東光里斗中路712號	04-8882031	907119010	04-8885349	https://www.rces.chc.edu.tw/	2023/8/28 15:03
119	大新國小 - 074715	彰化縣北斗鎮大新路556號	8882640	907116011	8881718	https://www.dsses.chc.edu.tw/	2023/9/12 10:10
120	螺陽國小 - 074716	彰化縣北斗鎮斗苑路二段150號	04-8882039	907120011	04-8885485	http://www.ryes.chc.edu.tw	2023/8/1 16:38
121	田尾國小 - 074717	[522014]彰化縣田尾鄉中山路一段449號	04-8832745	907122999	04-8831509	https://www.twps.chc.edu.tw	2023/10/24 14:01
122	南鎮國小 - 074718	彰化縣田尾鄉南鎮村光復路一段295號	04-8227962	907123099	04-8235426	http://www.njes.chc.edu.tw/	2023/8/2 09:14
123	陸豐國小 - 074719	彰化縣田尾鄉陸豐村民生路三段200號	04-8222563	907124010	04-8234557	https://www.lfes.chc.edu.tw/	2023/8/3 14:28
124	仁豐國小 - 074720	田尾鄉新厝村中正路二段101號	8830347	907121000	04-8834347	https://www.rfes.chc.edu.tw	2023/8/1 10:06
125	埤頭國小 - 074721	彰化縣埤頭鄉埤頭村中南路145號	04-8922019	0	04-8928265	http://www.ptes.chc.edu.tw/	2023/8/1 11:37
126	合興國小 - 074722	彰化縣埤頭鄉合興村文鄉路161號	8922030	0	04-8924730	http://www.shses.chc.edu.tw	2023/8/15 09:25
127	豐崙國小 - 074723	彰化縣埤頭鄉豐崙村校前路50號	04-8922136	907130000	04-8922505	http://www.fles.chc.edu.tw	2023/8/11 18:15
128	芙朝國小 - 074724	彰化縣埤頭鄉芙朝村芙朝路205號	04-8925057	907128030	04-8927065	https://www.fces.chc.edu.tw/	2023/11/8 10:02
129	中和國小 - 074725	彰化縣埤頭鄉中和村溪林路284號	04-8895768	0	04-8890530	https://www.ches.chc.edu.tw/	2023/8/2 11:45
130	大湖國小 - 074726	彰化縣埤頭鄉大湖村大湖路260號	04-8922009	907125011	04-8927995	https://www.dhes.chc.edu.tw/	2023/8/3 11:36
131	溪州國小 - 074727	彰化縣溪州鄉尾厝村中山路三段451號	04-8895013	907137000	04-8892117	http://www.sjps.chc.edu.tw/	2023/8/7 11:40
132	僑義國小 - 074728	彰化縣溪州鄉中山路二段326號	04-8892244	907138011	04-8890235	http://www.cyes.chc.edu.tw	2023/9/14 10:02
133	三條國小 - 074729	彰化縣溪州鄉三條村中央路二段三十一號	04-8895080	907131012	04-8890594	https://www.steps.chc.edu.tw/	2023/9/23 17:15
134	水尾國小 - 074730	彰化縣溪州鄉水尾村太平路137號	04-8892442	907133011	04-8891677	http://www.swes.chc.edu.tw	2023/8/1 00:55
135	潮洋國小 - 074731	彰化縣溪州鄉潮洋村陸軍路一段146號	04-8803059	907139000	04-8801439	http://www.cyps.chc.edu.tw	2023/8/27 09:04
136	成功國小 - 074732	彰化縣溪州鄉成功村登山路2段365號	04-8802225	0	04-8801274	http://www.cges.chc.edu.tw	2023/8/2 11:04
137	圳寮國小 - 074733	彰化縣溪州鄉圳寮村下樹巷29號	04-8802165	907134011	04-8801783	http://www.jles.chc.edu.tw	2023/8/1 10:45
138	大莊國小 - 074734	彰化縣溪州鄉大庄村中橫巷一號	8802438	907132999	8804084	http://www.djps.chc.edu.tw	2023/8/2 11:07
139	南州國小 - 074735	彰化縣溪州鄉溪州村公園路９５號	48892224	907136000	48893224	http://www.njps.chc.edu.tw	2023/9/28 09:47
140	二林國小 - 074736	52641二林鎮東和里斗苑路5段22號	04-8960057	907145030	04-8966955	https://www.elps.chc.edu.tw/	2023/8/17 08:48
141	興華國小 - 074737	彰化縣二林鎮竹林路三段393號	04-8962594	907155011	04-8951695	https://www.shes.chc.edu.tw/	2023/9/6 09:39
142	中正國小 - 074738	彰化縣二林鎮南光里建興街80號	04-8964461	98802339	04-8961247	https://www.ccps.chc.edu.tw	2023/8/16 09:52
143	育德國小 - 074739	彰化縣二林鎮外竹里中南巷41-1號	8962574	907148010	8954117	https://www.ydes.chc.edu.tw/	2023/8/1 10:56
144	香田國小 - 074740	彰化縣二林鎮香田里儒林路10之1號	8960654	907149011	04-8964107	https://www.sstes.chc.edu.tw	2023/8/15 13:26
145	廣興國小 - 074741	彰化縣二林鎮廣興里廣興巷2-1號	04-8962584	907154011	8950835	http://www.gsps.chc.edu.tw	2023/10/27 12:33
146	萬興國小 - 074742	彰化縣二林鎮永興里中央南街2號	8682759	0	04-8682850	https://www.wsps.chc.edu.tw/	2023/8/8 09:32
147	新生國小 - 074743	彰化縣二林鎮趙甲里鎮平巷59號	04~8964330	907151000	48951301	http://www.sssps.chc.edu.tw/	2023/8/10 23:42
148	中興國小 - 074744	526彰化縣二林鎮華崙里光復路73號	04-8683458	907147011	04-8685262	https://www.scses.chc.edu.tw	2023/9/14 08:23
150	萬合國小 - 074746	彰化縣二林鎮萬合里江山巷1號	48902164	0	48903447	http://www.whes.chc.edu.tw	2023/9/18 10:36
151	大城國小 - 074747	彰化縣大城鄉中平路176號	04-8941135	907156000	04-8944793	http://www.dcps.chc.edu.tw/	2023/8/16 08:42
153	西港國小 - 074749	彰化縣大城鄉東港村中央路2號	04-8941029	0	04-8942582	https://www.sges.chc.edu.tw	2023/8/2 08:26
154	美豐國小 - 074750	彰化縣大城鄉三豐村東盛路一號	04-8941660	0	04-8941880	http://www.mfes.chc.edu.tw	2023/9/14 08:58
156	潭墘國小 - 074752	彰化縣大城鄉潭墘村潭城路1號	48941009	907161501	48943993	http://www.tcps.chc.edu.tw/	2022/8/2 08:35
157	竹塘國小 - 074753	彰化縣竹塘鄉竹塘村文化街20號	04-8972039	907143063	04-8971595	http://www.ctes.chc.edu.tw	2023/8/3 08:39
158	田頭國小 - 074754	彰化縣竹塘鄉田頭村光明路60號	(04)8972189	907142011	(04)8971435	http://www.ttes.chc.edu.tw	2023/9/25 22:42
159	民靖國小 - 074755	彰化縣竹塘鄉民靖村文昌路152號	(04)8972693	937250106	04-8971470	https://www.mjes.chc.edu.tw/	2023/10/20 19:44
160	長安國小 - 074756	彰化縣竹塘鄉長安村東陽路二段123號	04-8972694	907144010	04-8971087	https://www.caes.chc.edu.tw	2023/9/22 09:13
161	土庫國小 - 074757	彰化縣竹塘鄉土庫村東陽路一段362號	8972140	907140011	04-8971410	http://www.tkes.chc.edu.tw	2023/8/10 11:15
162	芳苑國小 - 074758	彰化縣芳苑鄉芳苑村斗苑路芳苑段230號	8983993	907165101	04-8984993	http://www.fyes.chc.edu.tw	2023/8/3 12:51
163	後寮國小 - 074759	彰化縣芳苑鄉後寮村芳寮路30號	04-8983184	907167000	04-8981043	http://www.hles.chc.edu.tw	2023/8/17 10:06
164	民權華德福實驗國中小 - 074760	彰化縣芳苑鄉五俊村新生巷五之一號	8932625	907163061	8935233	https://www.mcws.chc.edu.tw/	2023/7/31 18:09
165	育華國小 - 074761	彰化縣芳苑鄉永興村太平路300號	04-8933261	907164010	04-8935311	http://www.yhes.chc.edu.tw	2023/11/8 10:03
166	草湖國小 - 074762	52862彰化縣芳苑鄉文津村芳草路66號	04-8933327	907168011	04-8935221	http://www.thes.chc.edu.tw	2023/8/1 08:39
167	建新國小 - 074763	彰化縣芳苑鄉新生村草漢路草二段86號	8862328	907166010	04---8861248	http://www.jses.chc.edu.tw	2023/8/1 17:01
168	漢寶國小 - 074764	彰化縣芳苑鄉漢寶村020鄰草漢路漢寶段541號	04-8991062	907171010	04-8991485	http://www.hbes.chc.edu.tw/	2023/8/1 10:20
169	王功國小 - 074765	彰化縣芳苑鄉王功村功湖路王功段481號	04-8932182	907162301	04-8932137	http://163.23.74.193	2023/8/2 14:55
170	新寶國小 - 074766	彰化縣芳苑鄉芳漢路新寶段129巷100號	04-8932885	0	04-8935166	http://www.sbes.chc.edu.tw/	2023/8/8 11:40
171	路上國小 - 074767	彰化縣芳苑鄉路上村新上路１２號	8982014	0	04-8981101	https://www.lses.chc.edu.tw/	2023/8/31 11:32
173	大成國小 - 074775	彰化市自強路303號	04-7353457	907002030	04-7359206	http://www.dches.chc.edu.tw/index.php	2023/9/27 09:25
174	新民國小 - 074776	彰化縣田中鎮新民里公館路320號	04-8756166	907115010	04-8756220	http://www.smps.chc.edu.tw	2023/8/15 10:12
175	湖北國小 - 074777	彰化縣溪湖鎮太平里地政路201 號	04-8613618	907092030	04-8613601	http://www.hbps.chc.edu.tw/	2023/9/1 13:22
201	彰化藝術高中 - 074308	彰化市卦山路13號	04-7222844	0	04-7241949	http://www.chash.chc.edu.tw/	2023/8/10 16:33
202	陽明國中 - 074505	彰化市長順街76號	7222263	907179030	04-7278151	http://www.ymsc.chc.edu.tw/	2023/8/7 08:05
203	彰安國中 - 074506	彰化市中正路二段530號	7236117	0	7289671	http://www.cajh.chc.edu.tw/	2023/9/1 16:09
204	彰德國中 - 074507	500 彰化市彰南路二段512巷97號	7381791	709305070	04-7374796	https://www.ctjh.chc.edu.tw	2023/8/1 15:37
205	彰興國中 - 074538	彰化市埔西街107號	04-7110743	963403535	04-7129131	http://www.csjh.chc.edu.tw	2023/8/10 10:14
206	芬園國中 - 074509	彰化縣芬園鄉社口村彰南路4段27巷80號	492522001	0	492524294	http://www.fyjh.chc.edu.tw/ischool/publish_page/0/	2023/8/2 08:30
207	花壇國中 - 074526	彰化縣花壇鄉長沙村彰員路二段580號	7862043	907185000	04-7862044	http://www.htjh.chc.edu.tw	2023/8/9 02:04
208	秀水國中 - 074522	彰化縣秀水鄉安東村中山路202號	04-7696031	907186000	04-7693048	https://www.hsjh.chc.edu.tw	2023/8/3 09:10
209	鹿港國中 - 074502	彰化縣福興鄉橋頭村復興路78號	04-7772037	907188000	04-7763037	http://www.lkjh.chc.edu.tw	2023/8/1 10:30
210	鹿鳴國中 - 074503	彰化縣鹿港鎮頂草路三段167號	04-7713846	907187000	04-7718846	http://www.lmjh.chc.edu.tw/	2023/9/14 10:17
211	福興國中 - 074521	彰化縣福興鄉西勢村員鹿路二段270號	04-7772009	0	04-7763747	http://www.fsjh.chc.edu.tw	2023/8/8 17:01
212	和美高中 - 074323	彰化縣和美鎮西園路31號	04-7552043	907191999	04-7565472	http://www.hmjh.chc.edu.tw/ischool/publish_page/0/	2023/8/2 11:35
